errorType,aiProvider,filename,errorMessage,lineNumber,testResults.passed,testResults.message,testResults.tests.0.passed,testResults.tests.0.message,testResults.tests.0.function,backupCreated,patchApplied,errorDetails,recoveryTimeMs,timestamp,patchStatus
Reference error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10373.272018528327,2025-07-08 7:52:29,success
Syntax error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,2709.9637522126923,2025-07-08 7:53:34,success
File system error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,FALSE,Tests failed,FALSE,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.mds'",generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",20169.003144859555,2025-07-08 7:54:18,failed
Reference error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10960.79535777208,2025-07-08 7:54:47,success
File system error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",41,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,3628.711772598788,2025-07-08 7:58:00,success
Range error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,FALSE,Tests failed,FALSE,Error in FAQ function: Invalid count value: -3,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",13679.859011215196,2025-07-08 7:58:34,failed
Reference error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10827.97903159849,2025-07-08 7:59:08,success
URI error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",14469.729540491198,2025-07-08 8:00:48,success
Array index/range,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,2884.0784021641302,2025-07-08 8:02:28,success
Undefined properties,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,3704.483979895581,2025-07-08 8:02:44,success
URI error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",13439,2025-07-08 8:03:10,failed
Type error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10848.17712511335,2025-07-08 8:03:47,success
Invalid function/type,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,2953.510006814145,2025-07-08 8:04:16,success
Reference error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,13981.805799047304,2025-07-08 8:06:23,success
Invalid function/type,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,18132,2025-07-08 8:07:05,failed
Invalid function/type,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15554.677326467638,2025-07-08 8:07:43,success
Range error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,13990.425537278434,2025-07-08 8:07:57,success
Range error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,14424.749914047427,2025-07-08 8:08:52,failed
Range error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,3111,2025-07-08 8:09:13,success
Type error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,2608.0483681492005,2025-07-08 8:09:44,success
Array index/range,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,12941.16485894276,2025-07-08 8:11:26,failed
Invalid function/type,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,13194,2025-07-08 8:12:56,success
Invalid function/type,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15252.063341262063,2025-07-08 8:16:01,success
Undefined properties,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,17166.728350871996,2025-07-08 8:16:27,failed
File system error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,FALSE,Tests failed,FALSE,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.mds'",generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",20206.92036464636,2025-07-08 8:22:37,failed
File system error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,14768.246593486247,2025-07-08 8:22:58,failed
Array index/range,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15365.286450874539,2025-07-08 8:23:33,success
Invalid function/type,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,18132,2025-07-08 8:27:29,failed
Array index/range,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,16005.44875703535,2025-07-08 8:27:35,success
Type error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,2602,2025-07-08 8:27:58,success
URI error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",15751.124265976878,2025-07-08 8:29:56,success
Type error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,11860.843791396057,2025-07-08 8:31:08,success
Reference error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10429.834707434306,2025-07-08 8:31:45,success
Type error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,9237,2025-07-08 8:31:54,failed
Reference error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10674.372179096166,2025-07-08 8:32:57,success
File system error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,FALSE,Tests failed,FALSE,"Error in FAQ function: Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\functions\README.mds'",generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",19879.874787103086,2025-07-08 8:33:09,failed
URI error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,3147.9479796630903,2025-07-08 8:34:43,success
URI error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",17126.783529535176,2025-07-08 8:35:55,failed
Array index/range,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,2915.3329493628535,2025-07-08 8:37:35,success
Type error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_b.js,Cannot read properties of null (reading 'toString'),28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,11009.176297481145,2025-07-08 8:39:07,success
Range error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,FALSE,Tests failed,FALSE,Error in FAQ function: Invalid count value: -3,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",16299,2025-07-08 8:39:08,failed
Reference error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10094.579312127862,2025-07-08 8:41:55,success
Reference error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,8731.510209279048,2025-07-08 8:41:59,success
URI error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",16694.116337676893,2025-07-08 8:42:15,failed
File system error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_alpha.js,"Self-healing trigger: ENOENT: no such file or directory, open 'C:\Projects.Study\CompanyWebsiteSelfHealing\README.mds'",40,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,9706.696530075165,2025-07-08 8:44:17,failed
Reference error,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_a.js,projectt is not defined,27,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,2285,2025-07-08 8:44:51,success
URI error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,13008.202293783825,2025-07-08 8:45:03,failed
Syntax error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_portfolio_c.js,"Unexpected token 'd', ""{""settings"": data}"" is not valid JSON",28,TRUE,All tests passed,TRUE,Portfolio HTML generated successfully,generatePortfolioHTML,TRUE,TRUE,,10236.67528857263,2025-07-08 8:45:12,success
Range error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,20171.753511072522,2025-07-08 8:47:35,success
Undefined properties,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,16280.878686265165,2025-07-08 8:49:20,success
Range error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,14152.781609071271,2025-07-08 8:49:21,failed
Undefined properties,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,13382,2025-07-08 8:52:25,success
URI error,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_gamma.js,URI malformed,34,FALSE,Tests failed,FALSE,Error in FAQ function: URI malformed,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",15025.735898245735,2025-07-08 8:52:27,failed
Invalid function/type,lms_claude_sonnet,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,15082.246329425725,2025-07-08 8:53:40,failed
Invalid function/type,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_beta.js,member.skills.count is not a function,28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,2884.550935691102,2025-07-08 8:53:52,success
Undefined properties,gemini_2flash,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_alpha.js,Cannot read properties of undefined (reading 'substring'),29,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,3572.1083173097927,2025-07-08 8:54:32,success
Range error,lms_mistral,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,FALSE,Tests failed,FALSE,Error in FAQ function: Invalid count value: -3,generateFAQHTML,TRUE,FALSE,"Patch failed tests, backup restored",16021.551378136612,2025-07-08 8:58:18,failed
Range error,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_faq_beta.js,Invalid count value: -3,34,TRUE,All tests passed,TRUE,FAQ HTML generated successfully,generateFAQHTML,TRUE,TRUE,,13048,2025-07-08 8:58:20,failed
Array index/range,lms_claude_haiku,C:\Projects.Study\CompanyWebsiteSelfHealing\functions\generate_team_gamma.js,Cannot read properties of undefined (reading 'length'),28,TRUE,All tests passed,TRUE,Team HTML generated successfully,generateTeamHTML,TRUE,TRUE,,12960.955424596319,2025-07-08 8:58:58,success
